player_id,first_name,last_name,position,team_id,status,total_points,current_value,selected_by_percent,news,photo,image_status
1,Folarin,Balogun,4,1,a,0,45,0.7,,232223.jpg,Downloaded
2,Cédric,Alves Soares,2,1,a,0,40,0.4,,58822.jpg,Downloaded
3,Mohamed,Elneny,3,1,i,0,44,0.1,Knee injury - Unknown return date,153256.jpg,Downloaded
4,Fábio,Ferreira Vieira,3,1,a,0,54,0.1,,438098.jpg,Downloaded
5,Gabriel,dos Santos Magalhães,2,1,a,2,49,24.6,,226597.jpg,Downloaded
6,Kai,Havertz,3,1,a,4,74,3.6,,219847.jpg,Downloaded
7,Rob,Holding,2,1,a,0,45,0.2,,156074.jpg,Downloaded
8,Gabriel,Fernando de Jesus,4,1,i,0,79,1.2,Knee injury - Unknown return date,205651.jpg,Downloaded
9,Jorge Luiz,Frello Filho,3,1,a,1,55,0.2,,85955.jpg,Downloaded
10,Jakub,Kiwior,2,1,a,1,45,0.1,,440854.jpg,Downloaded
11,Marcus,Oliveira Alencar,3,1,u,0,45,0.1,Season long loan to FC Nantes,479683.jpg,Downloaded
12,Gabriel,Martinelli Silva,3,1,a,8,80,15.2,,444145.jpg,Downloaded
13,Eddie,Nketiah,4,1,a,13,56,6.4,,205533.jpg,Downloaded
14,Martin,Ødegaard,3,1,a,13,85,23.0,,184029.jpg,Downloaded
15,Thomas,Partey,3,1,a,5,50,0.4,,167199.jpg,Downloaded
16,Nicolas,Pépé,3,1,a,0,49,0.1,,195735.jpg,Downloaded
17,Aaron,Ramsdale,1,1,a,8,50,17.7,,225321.jpg,Downloaded
18,Rúnar Alex,Rúnarsson,1,1,u,0,40,0.2,Season long loan to Crystal Palace,115918.jpg,Downloaded
19,Bukayo,Saka,3,1,a,13,86,66.4,,223340.jpg,Downloaded
20,William,Saliba,2,1,a,13,51,25.6,,462424.jpg,Downloaded
21,Albert,Sambi Lokonga,3,1,a,0,50,0.0,,437742.jpg,Downloaded
22,Emile,Smith Rowe,3,1,a,0,54,0.2,,209289.jpg,Downloaded
23,Nuno,Varela Tavares,2,1,a,0,40,0.3,,437626.jpg,Downloaded
24,Kieran,Tierney,2,1,a,0,45,0.3,,192895.jpg,Downloaded
25,Takehiro,Tomiyasu,2,1,s,4,45,0.3,Suspended until 03 Sep,223723.jpg,Downloaded
26,Leandro,Trossard,3,1,a,1,68,3.7,,116216.jpg,Downloaded
27,Auston,Trusty,2,17,a,0,40,1.1,,201410.jpg,Downloaded
28,Matt,Turner,1,16,a,4,40,14.6,,224068.jpg,Downloaded
29,Benjamin,White,2,1,a,8,55,9.4,,198869.jpg,Downloaded
30,Granit,Xhaka,3,1,u,0,60,0.0,Transferred to Bayer Leverkusen,84450.jpg,Downloaded
31,Oleksandr,Zinchenko,2,1,a,1,49,5.5,,206325.jpg,Downloaded
32,Alexandre,Moreno Lopera,2,2,i,0,50,0.0,Hamstring injury - Expected back 03 Sep,106468.jpg,Downloaded
33,Cameron,Archer,4,2,a,0,45,5.3,,433979.jpg,Downloaded
34,Leon,Bailey,3,2,a,15,55,1.5,,215711.jpg,Downloaded
35,Emiliano,Buendía Stati,3,2,i,0,59,0.1,Knee injury - Expected back 10 Feb,195546.jpg,Downloaded
36,Matty,Cash,2,2,a,5,45,7.8,,199796.jpg,Downloaded
37,Calum,Chambers,2,2,a,0,40,1.3,,101184.jpg,Downloaded
38,Philippe,Coutinho Correia,3,2,d,2,60,0.5,Hamstring injury - 25% chance of playing,84583.jpg,Downloaded
39,Keinan,Davis,4,2,a,0,50,0.3,,221239.jpg,Downloaded
40,Leander,Dendoncker,3,2,i,0,49,0.0,Muscle injury - Unknown return date,151589.jpg,Downloaded
41,Diego Carlos,Santos Silva,2,2,a,1,45,0.5,,165659.jpg,Downloaded
42,Lucas,Digne,2,2,a,9,45,1.9,,101188.jpg,Downloaded
43,Douglas Luiz,Soares de Paulo,3,2,a,8,55,2.5,,230046.jpg,Downloaded
44,Jhon,Durán,4,2,a,7,50,0.1,,476344.jpg,Downloaded
45,Kortney,Hause,2,2,a,0,40,0.2,,123354.jpg,Downloaded
46,Tim,Iroegbunam,3,2,i,0,45,0.0,Muscle injury - Unknown return date,490094.jpg,Downloaded
47,Boubacar,Kamara,3,2,a,5,50,0.1,,226944.jpg,Downloaded
48,Ezri,Konsa Ngoyo,2,2,a,6,45,1.1,,199798.jpg,Downloaded
49,Emiliano,Martínez Romero,1,2,a,9,50,8.1,,98980.jpg,Downloaded
50,John,McGinn,3,2,a,12,55,0.6,,122806.jpg,Downloaded
51,Tyrone,Mings,2,2,i,0,44,5.7,Knee injury - Unknown return date,149484.jpg,Downloaded
52,Marvelous,Nakamba,3,12,a,2,45,1.2,,184704.jpg,Downloaded
53,Robin,Olsen,1,2,a,0,40,0.9,,111782.jpg,Downloaded
54,Jaden,Philogene-Bidace,3,2,a,1,45,0.2,,481624.jpg,Downloaded
55,Jacob,Ramsey,3,2,i,0,59,0.1,Foot injury - Expected back 16 Sep,232653.jpg,Downloaded
56,Morgan,Sanson,3,2,u,0,45,0.0,Joined OGC Nice on a season-long loan,122775.jpg,Downloaded
57,Viljami,Sinisalo,1,2,u,0,40,0.0,Joined Exeter City on a season-long loan,248164.jpg,Downloaded
58,Youri,Tielemans,3,2,a,2,59,1.0,,166989.jpg,Downloaded
59,Bertrand,Traoré,3,2,a,0,50,0.0,,110504.jpg,Downloaded
60,Ollie,Watkins,4,2,a,10,80,24.6,,178301.jpg,Downloaded
61,Wesley,Moraes Ferreira da Silva,4,2,u,0,50,0.0,Permanent transfer to Stoke,213345.jpg,Downloaded
62,Jaidon,Anthony,3,3,a,2,50,0.1,,444180.jpg,Downloaded
63,Philip,Billing,3,3,a,4,54,0.6,,168991.jpg,Downloaded
64,David,Brooks,3,3,a,3,50,0.1,,111317.jpg,Downloaded
65,Ryan,Christie,3,3,a,4,50,0.0,,158499.jpg,Downloaded
66,Lewis,Cook,3,3,d,0,50,0.0,Hip injury - 50% chance of playing,155408.jpg,Downloaded
67,Siriki,Dembélé,3,3,u,0,45,0.0,Permanent Transfer to Birmingham,244085.jpg,Downloaded
68,Ryan,Fredericks,2,3,i,0,45,0.0,Calf injury - Unknown return date,81012.jpg,Downloaded
69,James,Hill,2,3,a,1,40,0.3,,463981.jpg,Downloaded
70,Lloyd,Kelly,2,3,a,1,45,0.0,,235530.jpg,Downloaded
71,Gavin,Kilkenny,3,3,a,0,45,0.1,,444183.jpg,Downloaded
72,Justin,Kluivert,3,3,a,2,49,0.4,,222683.jpg,Downloaded
73,Jamal,Lowe,3,3,a,0,49,0.0,,128309.jpg,Downloaded
74,Emiliano,Marcondes,3,3,i,0,45,0.0,Foot injury - Unknown return date,133845.jpg,Downloaded
75,Chris,Mepham,2,3,a,0,44,0.1,,223911.jpg,Downloaded
76,Kieffer,Moore,4,3,a,2,50,0.4,,128340.jpg,Downloaded
77,Norberto,Murara Neto,1,3,a,12,45,1.0,,69752.jpg,Downloaded
78,Dango,Ouattara,3,3,i,0,49,0.0,Ankle injury - Expected back 17 Sep,533463.jpg,Downloaded
79,Ben,Pearson,3,3,u,0,45,0.0,Permanent transfer to Stoke City,156687.jpg,Downloaded
80,Darren,Randolph,1,3,a,0,40,0.6,,32259.jpg,Downloaded
81,Joe,Rothwell,3,3,a,4,50,0.0,,156685.jpg,Downloaded
82,Antoine,Semenyo,4,3,a,10,45,2.3,,437730.jpg,Downloaded
83,Marcos,Senesi,2,3,a,2,44,0.1,,221466.jpg,Downloaded
84,Adam,Smith,2,3,i,0,45,0.0,Muscle injury - Unknown return date,54469.jpg,Downloaded
85,Dominic,Solanke,4,3,a,12,65,2.9,,154566.jpg,Downloaded
86,Marcus,Tavernier,3,3,i,0,54,0.0,Knock - Unknown return date,201658.jpg,Downloaded
87,Hamed,Traorè,3,3,a,1,49,0.0,,424044.jpg,Downloaded
88,Mark,Travers,1,3,u,0,40,0.2,On loan to Stoke City for the season,229600.jpg,Downloaded
89,Illia,Zabarnyi,2,3,a,3,45,0.1,,477580.jpg,Downloaded
90,Kristoffer,Ajer,2,4,a,5,45,0.3,,191866.jpg,Downloaded
91,Ellery,Balcombe,1,4,a,0,40,0.3,,235448.jpg,Downloaded
92,Shandon,Baptiste,3,4,a,1,45,2.7,,432160.jpg,Downloaded
93,Mads,Bech Sørensen,2,4,a,0,40,0.2,,228044.jpg,Downloaded
